,STATION,DATE,TIME,ENTRIES,EXITS
0,103 ST,04/13/2019,0,,
42,116 ST-COLUMBIA,04/13/2019,0,,
84,125 ST,04/13/2019,0,,
126,137 ST CITY COL,04/13/2019,0,,
168,14 ST,04/13/2019,0,,
210,145 ST,04/13/2019,0,,
252,14TH STREET,04/13/2019,0,,
294,157 ST,04/13/2019,0,,
336,168 ST,04/13/2019,0,,
378,18 ST,04/13/2019,0,,
420,181 ST,04/13/2019,0,,
462,191 ST,04/13/2019,0,,
504,207 ST,04/13/2019,0,,
546,215 ST,04/13/2019,0,,
588,23 ST,04/13/2019,0,,
630,231 ST,04/13/2019,0,,
672,238 ST,04/13/2019,0,,
714,28 ST,04/13/2019,0,,
756,34 ST-PENN STA,04/13/2019,0,,
798,42 ST-PORT AUTH,04/13/2019,0,,
840,50 ST,04/13/2019,0,,
882,59 ST COLUMBUS,04/13/2019,0,,
924,6 AV,04/13/2019,0,,
966,66 ST-LINCOLN,04/13/2019,0,,
1008,72 ST,04/13/2019,0,,
1050,79 ST,04/13/2019,0,,
1092,86 ST,04/13/2019,0,,
1134,96 ST,04/13/2019,0,,
1176,9TH STREET,04/13/2019,0,,
1218,CANAL ST,04/13/2019,0,,
1260,CATHEDRAL PKWY,04/13/2019,0,,
1302,CHAMBERS ST,04/13/2019,0,,
1344,CHRISTOPHER ST,04/13/2019,0,,
1386,CITY / BUS,04/13/2019,0,,
1428,DYCKMAN ST,04/13/2019,0,,
1470,EXCHANGE PLACE,04/13/2019,0,,
1512,FRANKLIN ST,04/13/2019,0,,
1554,GROVE STREET,04/13/2019,0,,
1596,HARRISON,04/13/2019,0,,
1638,HOUSTON ST,04/13/2019,0,,
1680,JOURNAL SQUARE,04/13/2019,0,,
1722,LACKAWANNA,04/13/2019,0,,
1764,MARBLE HILL-225,04/13/2019,0,,
1806,NEWARK BM BW,04/13/2019,0,,
1848,NEWARK C,04/13/2019,0,,
1890,NEWARK HM HE,04/13/2019,0,,
1932,NEWARK HW BMEBE,04/13/2019,0,,
1974,PATH NEW WTC,04/13/2019,0,,
2016,PATH WTC 2,04/13/2019,0,,
2058,PAVONIA/NEWPORT,04/13/2019,0,,
2100,RECTOR ST,04/13/2019,0,,
2142,SOUTH FERRY,04/13/2019,0,,
2184,ST. GEORGE,04/13/2019,0,,
2226,THIRTY ST,04/13/2019,0,,
2268,THIRTY THIRD ST,04/13/2019,0,,
2310,TIMES SQ-42 ST,04/13/2019,0,,
2352,TOMPKINSVILLE,04/13/2019,0,,
2394,TWENTY THIRD ST,04/13/2019,0,,
2436,V.CORTLANDT PK,04/13/2019,0,,
2478,WHITEHALL S-FRY,04/13/2019,0,,
2520,WTC-CORTLANDT,04/13/2019,0,,
1,103 ST,04/13/2019,1,81.0,102.0
43,116 ST-COLUMBIA,04/13/2019,1,83.0,111.0
85,125 ST,04/13/2019,1,165.0,349.0
127,137 ST CITY COL,04/13/2019,1,143.0,424.0
169,14 ST,04/13/2019,1,1244.0,690.0
211,145 ST,04/13/2019,1,196.0,599.0
253,14TH STREET,04/13/2019,1,925627.0,165357.0
295,157 ST,04/13/2019,1,197.0,377.0
337,168 ST,04/13/2019,1,265.0,269.0
379,18 ST,04/13/2019,1,195.0,74.0
421,181 ST,04/13/2019,1,187.0,673.0
463,191 ST,04/13/2019,1,106.0,578.0
505,207 ST,04/13/2019,1,103.0,148.0
547,215 ST,04/13/2019,1,36.0,26.0
589,23 ST,04/13/2019,1,277.0,102.0
631,231 ST,04/13/2019,1,111.0,65.0
673,238 ST,04/13/2019,1,40.0,14.0
715,28 ST,04/13/2019,1,196.0,86.0
757,34 ST-PENN STA,04/13/2019,1,1068.0,1161.0
799,42 ST-PORT AUTH,04/13/2019,1,1674.0,1658.0
841,50 ST,04/13/2019,1,-6854323.0,-2822901.0
883,59 ST COLUMBUS,04/13/2019,1,1922.0,731.0
925,6 AV,04/13/2019,1,-8.0,65.0
967,66 ST-LINCOLN,04/13/2019,1,126.0,145.0
1009,72 ST,04/13/2019,1,255.0,307.0
1051,79 ST,04/13/2019,1,126.0,49.0
1093,86 ST,04/13/2019,1,197.0,191.0
1135,96 ST,04/13/2019,1,298.0,766.0
1177,9TH STREET,04/13/2019,1,85332.0,236101.0
1219,CANAL ST,04/13/2019,1,74.0,35.0
1261,CATHEDRAL PKWY,04/13/2019,1,117.0,130.0
1303,CHAMBERS ST,04/13/2019,1,344.0,356.0
1345,CHRISTOPHER ST,04/13/2019,1,1019.0,374.0
1387,CITY / BUS,04/13/2019,1,95.0,577.0
1429,DYCKMAN ST,04/13/2019,1,127.0,326.0
1471,EXCHANGE PLACE,04/13/2019,1,-83569.0,135628.0
1513,FRANKLIN ST,04/13/2019,1,67.0,17.0
1555,GROVE STREET,04/13/2019,1,126236.0,-8425.0
1597,HARRISON,04/13/2019,1,-43227.0,-21903.0
1639,HOUSTON ST,04/13/2019,1,250.0,83.0
1681,JOURNAL SQUARE,04/13/2019,1,-290431.0,-376703.0
1723,LACKAWANNA,04/13/2019,1,12.0,116.0
1765,MARBLE HILL-225,04/13/2019,1,64.0,34.0
1807,NEWARK BM BW,04/13/2019,1,315380.0,220141.0
1849,NEWARK C,04/13/2019,1,-221293.0,25008.0
1891,NEWARK HM HE,04/13/2019,1,-89419.0,-2616815.0
1933,NEWARK HW BMEBE,04/13/2019,1,3942.0,-899311.0
1975,PATH NEW WTC,04/13/2019,1,-54094.0,-462545.0
2017,PATH WTC 2,04/13/2019,1,0.0,10.0
2059,PAVONIA/NEWPORT,04/13/2019,1,53.0,290.0
2101,RECTOR ST,04/13/2019,1,6.0,10.0
2143,SOUTH FERRY,04/13/2019,1,5.0,11.0
2185,ST. GEORGE,04/13/2019,1,338.0,0.0
2227,THIRTY ST,04/13/2019,1,-118539.0,8391.0
2269,THIRTY THIRD ST,04/13/2019,1,-373536.0,-165575.0
2311,TIMES SQ-42 ST,04/13/2019,1,4164.0,1416.0
2353,TOMPKINSVILLE,04/13/2019,1,15.0,0.0
2395,TWENTY THIRD ST,04/13/2019,1,-942945.0,-37523.0
2437,V.CORTLANDT PK,04/13/2019,1,78.0,213.0
2479,WHITEHALL S-FRY,04/13/2019,1,190.0,292.0
2521,WTC-CORTLANDT,04/13/2019,1,0.0,1.0
2,103 ST,04/13/2019,2,1045.0,413.0
44,116 ST-COLUMBIA,04/13/2019,2,358.0,466.0
86,125 ST,04/13/2019,2,278.0,287.0
128,137 ST CITY COL,04/13/2019,2,1284.0,465.0
170,14 ST,04/13/2019,2,470.0,895.0
212,145 ST,04/13/2019,2,642.0,247.0
254,14TH STREET,04/13/2019,2,-250542.0,-1194.0
296,157 ST,04/13/2019,2,1560.0,454.0
338,168 ST,04/13/2019,2,14848919.0,41149336.0
380,18 ST,04/13/2019,2,75.0,128.0
422,181 ST,04/13/2019,2,900.0,426.0
464,191 ST,04/13/2019,2,654.0,246.0
506,207 ST,04/13/2019,2,531.0,146.0
548,215 ST,04/13/2019,2,101.0,39.0
590,23 ST,04/13/2019,2,471.0,813.0
632,231 ST,04/13/2019,2,664.0,48.0
674,238 ST,04/13/2019,2,363.0,51.0
716,28 ST,04/13/2019,2,339.0,413.0
758,34 ST-PENN STA,04/13/2019,2,4753.0,4747.0
800,42 ST-PORT AUTH,04/13/2019,2,4117.0,4522.0
842,50 ST,04/13/2019,2,407.0,836.0
884,59 ST COLUMBUS,04/13/2019,2,1086.0,2066.0
926,6 AV,04/13/2019,2,-6.0,87.0
968,66 ST-LINCOLN,04/13/2019,2,490.0,929.0
1010,72 ST,04/13/2019,2,1513874851.0,908499940.0
1052,79 ST,04/13/2019,2,484.0,460.0
1094,86 ST,04/13/2019,2,811.0,1163.0
1136,96 ST,04/13/2019,2,2111.0,1988.0
1178,9TH STREET,04/13/2019,2,-44142.0,-316128.0
1220,CANAL ST,04/13/2019,2,97.0,275.0
1262,CATHEDRAL PKWY,04/13/2019,2,634.0,395.0
1304,CHAMBERS ST,04/13/2019,2,225.0,788.0
1346,CHRISTOPHER ST,04/13/2019,2,-585418.0,-641390.0
1388,CITY / BUS,04/13/2019,2,765.0,319.0
1430,DYCKMAN ST,04/13/2019,2,566.0,141.0
1472,EXCHANGE PLACE,04/13/2019,2,25227.0,-871574.0
1514,FRANKLIN ST,04/13/2019,2,94.0,191.0
1556,GROVE STREET,04/13/2019,2,49265.0,104328.0
1598,HARRISON,04/13/2019,2,312866.0,43484.0
1640,HOUSTON ST,04/13/2019,2,216.0,466.0
1682,JOURNAL SQUARE,04/13/2019,2,374869.0,449771.0
1724,LACKAWANNA,04/13/2019,2,125.0,120.0
1766,MARBLE HILL-225,04/13/2019,2,442.0,31.0
1808,NEWARK BM BW,04/13/2019,2,-135305.0,-2965.0
1850,NEWARK C,04/13/2019,2,374902.0,13558.0
1892,NEWARK HM HE,04/13/2019,2,90761.0,2617505.0
1934,NEWARK HW BMEBE,04/13/2019,2,-730935.0,829627.0
1976,PATH NEW WTC,04/13/2019,2,468054.0,651714.0
2018,PATH WTC 2,04/13/2019,2,18.0,279.0
2060,PAVONIA/NEWPORT,04/13/2019,2,953.0,451.0
2102,RECTOR ST,04/13/2019,2,1.0,3.0
2144,SOUTH FERRY,04/13/2019,2,3.0,6.0
2186,ST. GEORGE,04/13/2019,2,511.0,0.0
2228,THIRTY ST,04/13/2019,2,133081.0,-1022034.0
2270,THIRTY THIRD ST,04/13/2019,2,-594888.0,-1551551.0
2312,TIMES SQ-42 ST,04/13/2019,2,1731.0,3196.0
2354,TOMPKINSVILLE,04/13/2019,2,133.0,0.0
2396,TWENTY THIRD ST,04/13/2019,2,687490.0,-783196.0
2438,V.CORTLANDT PK,04/13/2019,2,672.0,139.0
2480,WHITEHALL S-FRY,04/13/2019,2,1221.0,883.0
2522,WTC-CORTLANDT,04/13/2019,2,0.0,2.0
3,103 ST,04/13/2019,3,2511.0,878.0
45,116 ST-COLUMBIA,04/13/2019,3,2189.0,1357.0
87,125 ST,04/13/2019,3,1201.0,950.0
129,137 ST CITY COL,04/13/2019,3,2485.0,1080.0
171,14 ST,04/13/2019,3,2340.0,4008.0
213,145 ST,04/13/2019,3,2146.0,718.0
255,14TH STREET,04/13/2019,3,251785.0,8639.0
297,157 ST,04/13/2019,3,2879.0,914.0
