,STATION,DATE,TIME,ENTRIES,EXITS
0,103 ST,04/13/2019,0,,
42,110 ST,04/13/2019,0,,
84,116 ST,04/13/2019,0,,
126,125 ST,04/13/2019,0,,
168,14 ST-UNION SQ,04/13/2019,0,,
210,23 ST,04/13/2019,0,,
252,28 ST,04/13/2019,0,,
294,3 AV 138 ST,04/13/2019,0,,
336,33 ST,04/13/2019,0,,
378,51 ST,04/13/2019,0,,
420,59 ST,04/13/2019,0,,
462,68ST-HUNTER CO,04/13/2019,0,,
504,77 ST,04/13/2019,0,,
546,86 ST,04/13/2019,0,,
588,96 ST,04/13/2019,0,,
630,ASTOR PL,04/13/2019,0,,
672,B'WAY-LAFAYETTE,04/13/2019,0,,
714,BLEECKER ST,04/13/2019,0,,
756,BROOK AV,04/13/2019,0,,
798,BROOKLYN BRIDGE,04/13/2019,0,,
840,BUHRE AV,04/13/2019,0,,
882,CANAL ST,04/13/2019,0,,
924,CASTLE HILL AV,04/13/2019,0,,
966,CHAMBERS ST,04/13/2019,0,,
1008,CYPRESS AV,04/13/2019,0,,
1050,E 143/ST MARY'S,04/13/2019,0,,
1092,E 149 ST,04/13/2019,0,,
1134,ELDER AV,04/13/2019,0,,
1176,GRD CNTRL-42 ST,04/13/2019,0,,
1218,HUNTS POINT AV,04/13/2019,0,,
1260,LEXINGTON AV/53,04/13/2019,0,,
1302,LONGWOOD AV,04/13/2019,0,,
1344,MIDDLETOWN RD,04/13/2019,0,,
1386,MORISN AV/SNDVW,04/13/2019,0,,
1428,PARKCHESTER,04/13/2019,0,,
1470,PELHAM BAY PARK,04/13/2019,0,,
1512,SPRING ST,04/13/2019,0,,
1554,ST LAWRENCE AV,04/13/2019,0,,
1596,WESTCHESTER SQ,04/13/2019,0,,
1638,WHITLOCK AV,04/13/2019,0,,
1680,ZEREGA AV,04/13/2019,0,,
1,103 ST,04/13/2019,1,65.0,122.0
43,110 ST,04/13/2019,1,159.0,421.0
85,116 ST,04/13/2019,1,166.0,240.0
127,125 ST,04/13/2019,1,373.0,685.0
169,14 ST-UNION SQ,04/13/2019,1,1895.0,902.0
211,23 ST,04/13/2019,1,292.0,156.0
253,28 ST,04/13/2019,1,298.0,194.0
295,3 AV 138 ST,04/13/2019,1,221.0,437.0
337,33 ST,04/13/2019,1,270.0,170.0
379,51 ST,04/13/2019,1,516.0,186.0
421,59 ST,04/13/2019,1,1043.0,465.0
463,68ST-HUNTER CO,04/13/2019,1,94.0,100.0
505,77 ST,04/13/2019,1,140.0,238.0
547,86 ST,04/13/2019,1,491.0,478.0
589,96 ST,04/13/2019,1,94.0,113.0
631,ASTOR PL,04/13/2019,1,538.0,116.0
673,B'WAY-LAFAYETTE,04/13/2019,1,326.0,249.0
715,BLEECKER ST,04/13/2019,1,892.0,135.0
757,BROOK AV,04/13/2019,1,72.0,68.0
799,BROOKLYN BRIDGE,04/13/2019,1,213.0,152.0
841,BUHRE AV,04/13/2019,1,41.0,101.0
883,CANAL ST,04/13/2019,1,493.0,293.0
925,CASTLE HILL AV,04/13/2019,1,84.0,386.0
967,CHAMBERS ST,04/13/2019,1,128.0,74.0
1009,CYPRESS AV,04/13/2019,1,50.0,94.0
1051,E 143/ST MARY'S,04/13/2019,1,11.0,50.0
1093,E 149 ST,04/13/2019,1,68.0,151.0
1135,ELDER AV,04/13/2019,1,118.0,331.0
1177,GRD CNTRL-42 ST,04/13/2019,1,1731.0,950.0
1219,HUNTS POINT AV,04/13/2019,1,170.0,275.0
1261,LEXINGTON AV/53,04/13/2019,1,584.0,353.0
1303,LONGWOOD AV,04/13/2019,1,33.0,75.0
1345,MIDDLETOWN RD,04/13/2019,1,32.0,58.0
1387,MORISN AV/SNDVW,04/13/2019,1,84.0,458.0
1429,PARKCHESTER,04/13/2019,1,182.0,589.0
1471,PELHAM BAY PARK,04/13/2019,1,103.0,134.0
1513,SPRING ST,04/13/2019,1,423.0,126.0
1555,ST LAWRENCE AV,04/13/2019,1,50.0,271.0
1597,WESTCHESTER SQ,04/13/2019,1,54.0,210.0
1639,WHITLOCK AV,04/13/2019,1,32.0,90.0
1681,ZEREGA AV,04/13/2019,1,39.0,87.0
2,103 ST,04/13/2019,2,708.0,462.0
44,110 ST,04/13/2019,2,548.0,350.0
86,116 ST,04/13/2019,2,1258.0,650.0
128,125 ST,04/13/2019,2,2127.0,2730.0
170,14 ST-UNION SQ,04/13/2019,2,2080.0,5437.0
212,23 ST,04/13/2019,2,550.0,1419.0
254,28 ST,04/13/2019,2,509.0,946.0
296,3 AV 138 ST,04/13/2019,2,913.0,677.0
338,33 ST,04/13/2019,2,580.0,1012.0
380,51 ST,04/13/2019,2,270.0,805.0
422,59 ST,04/13/2019,2,949.0,2025.0
464,68ST-HUNTER CO,04/13/2019,2,433.0,1498.0
506,77 ST,04/13/2019,2,641.0,1718.0
548,86 ST,04/13/2019,2,567.0,997.0
590,96 ST,04/13/2019,2,673.0,381.0
632,ASTOR PL,04/13/2019,2,413.0,677.0
674,B'WAY-LAFAYETTE,04/13/2019,2,196.0,1233.0
716,BLEECKER ST,04/13/2019,2,291.0,228.0
758,BROOK AV,04/13/2019,2,691.0,176.0
800,BROOKLYN BRIDGE,04/13/2019,2,187.0,392.0
842,BUHRE AV,04/13/2019,2,413.0,144.0
884,CANAL ST,04/13/2019,2,796.0,2572.0
926,CASTLE HILL AV,04/13/2019,2,656.0,199.0
968,CHAMBERS ST,04/13/2019,2,133.0,132.0
1010,CYPRESS AV,04/13/2019,2,394.0,265.0
1052,E 143/ST MARY'S,04/13/2019,2,51.0,178.0
1094,E 149 ST,04/13/2019,2,621.0,213.0
1136,ELDER AV,04/13/2019,2,1195.0,320.0
1178,GRD CNTRL-42 ST,04/13/2019,2,2402.0,5017.0
1220,HUNTS POINT AV,04/13/2019,2,1464.0,616.0
1262,LEXINGTON AV/53,04/13/2019,2,349.0,1225.0
1304,LONGWOOD AV,04/13/2019,2,374.0,145.0
1346,MIDDLETOWN RD,04/13/2019,2,200.0,81.0
1388,MORISN AV/SNDVW,04/13/2019,2,828.0,178.0
1430,PARKCHESTER,04/13/2019,2,2127.0,636.0
1472,PELHAM BAY PARK,04/13/2019,2,494.0,159.0
1514,SPRING ST,04/13/2019,2,-32253474.0,-7866721.0
1556,ST LAWRENCE AV,04/13/2019,2,512.0,133.0
1598,WESTCHESTER SQ,04/13/2019,2,379.0,226.0
1640,WHITLOCK AV,04/13/2019,2,228.0,78.0
1682,ZEREGA AV,04/13/2019,2,319.0,147.0
3,103 ST,04/13/2019,3,1472.0,848.0
45,110 ST,04/13/2019,3,1698.0,1027.0
87,116 ST,04/13/2019,3,-16710603.0,-26833.0
129,125 ST,04/13/2019,3,4104.0,4228.0
171,14 ST-UNION SQ,04/13/2019,3,11046.0,18472.0
213,23 ST,04/13/2019,3,2818.0,3203.0
255,28 ST,04/13/2019,3,2204.0,2219.0
297,3 AV 138 ST,04/13/2019,3,1144.0,841.0
339,33 ST,04/13/2019,3,3039.0,2744.0
381,51 ST,04/13/2019,3,2171.0,2051.0
423,59 ST,04/13/2019,3,4067.0,7285.0
465,68ST-HUNTER CO,04/13/2019,3,1906.0,2740.0
507,77 ST,04/13/2019,3,2536.0,3608.0
549,86 ST,04/13/2019,3,3202.0,6022.0
591,96 ST,04/13/2019,3,2066.0,554.0
633,ASTOR PL,04/13/2019,3,1887.0,3467.0
675,B'WAY-LAFAYETTE,04/13/2019,3,1333.0,5121.0
717,BLEECKER ST,04/13/2019,3,1283.0,1047.0
759,BROOK AV,04/13/2019,3,819.0,225.0
801,BROOKLYN BRIDGE,04/13/2019,3,1346.0,2133.0
843,BUHRE AV,04/13/2019,3,516.0,253.0
885,CANAL ST,04/13/2019,3,5169.0,9167.0
927,CASTLE HILL AV,04/13/2019,3,896.0,587.0
969,CHAMBERS ST,04/13/2019,3,462.0,479.0
1011,CYPRESS AV,04/13/2019,3,-3752640.0,-8539379.0
1053,E 143/ST MARY'S,04/13/2019,3,81.0,96.0
1095,E 149 ST,04/13/2019,3,687.0,319.0
1137,ELDER AV,04/13/2019,3,1033.0,538.0
1179,GRD CNTRL-42 ST,04/13/2019,3,13213.0,12020.0
1221,HUNTS POINT AV,04/13/2019,3,1799.0,968.0
1263,LEXINGTON AV/53,04/13/2019,3,1898.0,2621.0
1305,LONGWOOD AV,04/13/2019,3,444.0,230.0
1347,MIDDLETOWN RD,04/13/2019,3,224.0,115.0
1389,MORISN AV/SNDVW,04/13/2019,3,1117.0,501.0
1431,PARKCHESTER,04/13/2019,3,2298.0,1140.0
1473,PELHAM BAY PARK,04/13/2019,3,754.0,446.0
1515,SPRING ST,04/13/2019,3,32254536.0,7869172.0
1557,ST LAWRENCE AV,04/13/2019,3,733.0,332.0
1599,WESTCHESTER SQ,04/13/2019,3,697.0,562.0
1641,WHITLOCK AV,04/13/2019,3,331.0,185.0
1683,ZEREGA AV,04/13/2019,3,325.0,182.0
4,103 ST,04/13/2019,4,1735.0,1074.0
46,110 ST,04/13/2019,4,1957.0,1536.0
88,116 ST,04/13/2019,4,3074.0,1589.0
130,125 ST,04/13/2019,4,5022.0,4954.0
172,14 ST-UNION SQ,04/13/2019,4,24205.0,23907.0
214,23 ST,04/13/2019,4,4554.0,3116.0
256,28 ST,04/13/2019,4,2839.0,2913.0
298,3 AV 138 ST,04/13/2019,4,1292.0,1174.0
340,33 ST,04/13/2019,4,4020.0,3521.0
382,51 ST,04/13/2019,4,2681.0,2685.0
424,59 ST,04/13/2019,4,9730.0,10935.0
466,68ST-HUNTER CO,04/13/2019,4,3493.0,2426.0
508,77 ST,04/13/2019,4,4703.0,4141.0
550,86 ST,04/13/2019,4,7495.0,8167.0
592,96 ST,04/13/2019,4,2456.0,701.0
634,ASTOR PL,04/13/2019,4,3757.0,4321.0
676,B'WAY-LAFAYETTE,04/13/2019,4,3818.0,6855.0
718,BLEECKER ST,04/13/2019,4,2987.0,1405.0
760,BROOK AV,04/13/2019,4,974.0,387.0
802,BROOKLYN BRIDGE,04/13/2019,4,3451.0,2003.0
844,BUHRE AV,04/13/2019,4,534.0,483.0
886,CANAL ST,04/13/2019,4,12364.0,9351.0
928,CASTLE HILL AV,04/13/2019,4,1086.0,913.0
970,CHAMBERS ST,04/13/2019,4,1085.0,376.0
1012,CYPRESS AV,04/13/2019,4,3753505.0,8539900.0
1054,E 143/ST MARY'S,04/13/2019,4,159.0,109.0
1096,E 149 ST,04/13/2019,4,710.0,479.0
1138,ELDER AV,04/13/2019,4,1033.0,913.0
1180,GRD CNTRL-42 ST,04/13/2019,4,18097.0,14783.0
1222,HUNTS POINT AV,04/13/2019,4,2077.0,1246.0
1264,LEXINGTON AV/53,04/13/2019,4,3142.0,3699.0
1306,LONGWOOD AV,04/13/2019,4,587.0,230.0
1348,MIDDLETOWN RD,04/13/2019,4,236.0,211.0
1390,MORISN AV/SNDVW,04/13/2019,4,987.0,700.0
1432,PARKCHESTER,04/13/2019,4,2441.0,2161.0
1474,PELHAM BAY PARK,04/13/2019,4,930.0,559.0
1516,SPRING ST,04/13/2019,4,2773.0,3739.0
1558,ST LAWRENCE AV,04/13/2019,4,668.0,535.0
1600,WESTCHESTER SQ,04/13/2019,4,834.0,642.0
1642,WHITLOCK AV,04/13/2019,4,352.0,237.0
1684,ZEREGA AV,04/13/2019,4,395.0,304.0
5,103 ST,04/13/2019,5,1291.0,1008.0
47,110 ST,04/13/2019,5,1536.0,1781.0
89,116 ST,04/13/2019,5,2338.0,1471.0
131,125 ST,04/13/2019,5,4061.0,4352.0
173,14 ST-UNION SQ,04/13/2019,5,23980.0,18435.0
215,23 ST,04/13/2019,5,3429.0,2756.0
257,28 ST,04/13/2019,5,2499.0,3037.0
299,3 AV 138 ST,04/13/2019,5,889.0,1265.0
341,33 ST,04/13/2019,5,3354.0,3603.0
383,51 ST,04/13/2019,5,2935.0,2859.0
425,59 ST,04/13/2019,5,12654.0,7142.0
467,68ST-HUNTER CO,04/13/2019,5,3148.0,1572.0
509,77 ST,04/13/2019,5,4630.0,2510.0
551,86 ST,04/13/2019,5,8028.0,7006.0
593,96 ST,04/13/2019,5,2178.0,697.0
635,ASTOR PL,04/13/2019,5,3650.0,4438.0
677,B'WAY-LAFAYETTE,04/13/2019,5,4769.0,5879.0
719,BLEECKER ST,04/13/2019,5,3816.0,1531.0
761,BROOK AV,04/13/2019,5,560.0,335.0
803,BROOKLYN BRIDGE,04/13/2019,5,-120547609.0,-898363.0
845,BUHRE AV,04/13/2019,5,301.0,500.0
887,CANAL ST,04/13/2019,5,13133.0,6472.0
929,CASTLE HILL AV,04/13/2019,5,704.0,1197.0
971,CHAMBERS ST,04/13/2019,5,1155.0,285.0
1013,CYPRESS AV,04/13/2019,5,409.0,308.0
1055,E 143/ST MARY'S,04/13/2019,5,129.0,80.0
1097,E 149 ST,04/13/2019,5,388.0,492.0
1139,ELDER AV,04/13/2019,5,564.0,1141.0
1181,GRD CNTRL-42 ST,04/13/2019,5,16601.0,15382.0
1223,HUNTS POINT AV,04/13/2019,5,1255.0,1163.0
1265,LEXINGTON AV/53,04/13/2019,5,3488.0,3212.0
1307,LONGWOOD AV,04/13/2019,5,290.0,284.0
1349,MIDDLETOWN RD,04/13/2019,5,143.0,236.0
1391,MORISN AV/SNDVW,04/13/2019,5,712.0,1006.0
1433,PARKCHESTER,04/13/2019,5,1303.0,2578.0
1475,PELHAM BAY PARK,04/13/2019,5,1038.0,611.0
1517,SPRING ST,04/13/2019,5,3934.0,3421.0
1559,ST LAWRENCE AV,04/13/2019,5,428.0,790.0
1601,WESTCHESTER SQ,04/13/2019,5,616.0,669.0
1643,WHITLOCK AV,04/13/2019,5,240.0,245.0
1685,ZEREGA AV,04/13/2019,5,194.0,373.0
6,103 ST,04/14/2019,0,481.0,503.0
48,110 ST,04/14/2019,0,760.0,1261.0
90,116 ST,04/14/2019,0,902.0,956.0
132,125 ST,04/14/2019,0,1968.0,2429.0
174,14 ST-UNION SQ,04/14/2019,0,13681.0,6248.0
216,23 ST,04/14/2019,0,1729.0,963.0
258,28 ST,04/14/2019,0,1613.0,1274.0
300,3 AV 138 ST,04/14/2019,0,343.0,1042.0
342,33 ST,04/14/2019,0,1760.0,1617.0
384,51 ST,04/14/2019,0,1852.0,1379.0
426,59 ST,04/14/2019,0,5639.0,2455.0
468,68ST-HUNTER CO,04/14/2019,0,1018.0,538.0
