,STATION,DATE,TIME,ENTRIES,EXITS
0,116 ST,04/13/2019,0,,
42,125 ST,04/13/2019,0,,
84,135 ST,04/13/2019,0,,
90,14 ST,04/13/2019,0,,
132,145 ST,04/13/2019,0,,
174,34 ST-PENN STA,04/13/2019,0,,
216,42 ST-PORT AUTH,04/13/2019,0,,
258,6 AV,04/13/2019,0,,
300,72 ST,04/13/2019,0,,
342,96 ST,04/13/2019,0,,
384,ATL AV-BARCLAY,04/13/2019,0,,
426,BERGEN ST,04/13/2019,0,,
468,BOROUGH HALL,04/13/2019,0,,
510,BOTANIC GARDEN,04/13/2019,0,,
551,CENTRAL PK N110,04/13/2019,0,,
593,CHAMBERS ST,04/13/2019,0,,
635,CLARK ST,04/13/2019,0,,
677,CROWN HTS-UTICA,04/13/2019,0,,
719,EASTN PKWY-MUSM,04/13/2019,0,,
761,FRANKLIN AV,04/13/2019,0,,
803,FULTON ST,04/13/2019,0,,
845,GRAND ARMY PLAZ,04/13/2019,0,,
887,HARLEM 148 ST,04/13/2019,0,,
929,HOYT ST,04/13/2019,0,,
971,JUNIUS ST,04/13/2019,0,,
1013,KINGSTON AV,04/13/2019,0,,
1055,NEVINS ST,04/13/2019,0,,
1097,NEW LOTS AV,04/13/2019,0,,
1139,NOSTRAND AV,04/13/2019,0,,
1181,PARK PLACE,04/13/2019,0,,
1223,PENNSYLVANIA AV,04/13/2019,0,,
1265,ROCKAWAY AV,04/13/2019,0,,
1307,SARATOGA AV,04/13/2019,0,,
1349,SUTTER AV-RUTLD,04/13/2019,0,,
1391,TIMES SQ-42 ST,04/13/2019,0,,
1433,VAN SICLEN AV,04/13/2019,0,,
1475,WALL ST,04/13/2019,0,,
1517,WORLD TRADE CTR,04/13/2019,0,,
1,116 ST,04/13/2019,1,122.0,174.0
43,125 ST,04/13/2019,1,183.0,177.0
85,135 ST,04/13/2019,1,276.0,278.0
91,14 ST,04/13/2019,1,1244.0,690.0
133,145 ST,04/13/2019,1,26.0,15.0
175,34 ST-PENN STA,04/13/2019,1,1068.0,1161.0
217,42 ST-PORT AUTH,04/13/2019,1,1674.0,1658.0
259,6 AV,04/13/2019,1,-8.0,65.0
301,72 ST,04/13/2019,1,255.0,307.0
343,96 ST,04/13/2019,1,298.0,766.0
385,ATL AV-BARCLAY,04/13/2019,1,1665.0,1116.0
427,BERGEN ST,04/13/2019,1,138.0,115.0
469,BOROUGH HALL,04/13/2019,1,366.0,240.0
511,BOTANIC GARDEN,04/13/2019,1,8.0,30.0
552,CENTRAL PK N110,04/13/2019,1,128.0,571.0
594,CHAMBERS ST,04/13/2019,1,852.0,490.0
636,CLARK ST,04/13/2019,1,64.0,101.0
678,CROWN HTS-UTICA,04/13/2019,1,289.0,986.0
720,EASTN PKWY-MUSM,04/13/2019,1,33.0,138.0
762,FRANKLIN AV,04/13/2019,1,107.0,381.0
804,FULTON ST,04/13/2019,1,513.0,815.0
846,GRAND ARMY PLAZ,04/13/2019,1,65.0,64.0
888,HARLEM 148 ST,04/13/2019,1,18.0,233.0
930,HOYT ST,04/13/2019,1,87.0,108.0
972,JUNIUS ST,04/13/2019,1,23.0,105.0
1014,KINGSTON AV,04/13/2019,1,45.0,168.0
1056,NEVINS ST,04/13/2019,1,222.0,171.0
1098,NEW LOTS AV,04/13/2019,1,113.0,400.0
1140,NOSTRAND AV,04/13/2019,1,63.0,227.0
1182,PARK PLACE,04/13/2019,1,39.0,35.0
1224,PENNSYLVANIA AV,04/13/2019,1,72.0,101.0
1266,ROCKAWAY AV,04/13/2019,1,58.0,290.0
1308,SARATOGA AV,04/13/2019,1,42.0,285.0
1350,SUTTER AV-RUTLD,04/13/2019,1,77.0,365.0
1392,TIMES SQ-42 ST,04/13/2019,1,4164.0,1416.0
1434,VAN SICLEN AV,04/13/2019,1,46.0,205.0
1476,WALL ST,04/13/2019,1,385.0,356.0
1518,WORLD TRADE CTR,04/13/2019,1,56.0,6.0
2,116 ST,04/13/2019,2,872.0,299.0
44,125 ST,04/13/2019,2,475.0,462.0
86,135 ST,04/13/2019,2,764.0,204.0
92,14 ST,04/13/2019,2,470.0,895.0
134,145 ST,04/13/2019,2,191.0,12.0
176,34 ST-PENN STA,04/13/2019,2,4753.0,4747.0
218,42 ST-PORT AUTH,04/13/2019,2,4117.0,4522.0
260,6 AV,04/13/2019,2,-6.0,87.0
302,72 ST,04/13/2019,2,1513874851.0,908499940.0
344,96 ST,04/13/2019,2,2111.0,1988.0
386,ATL AV-BARCLAY,04/13/2019,2,980.0,1088.0
428,BERGEN ST,04/13/2019,2,68.0,79.0
470,BOROUGH HALL,04/13/2019,2,286.0,506.0
512,BOTANIC GARDEN,04/13/2019,2,52.0,115.0
553,CENTRAL PK N110,04/13/2019,2,519.0,395.0
595,CHAMBERS ST,04/13/2019,2,501.0,1163.0
637,CLARK ST,04/13/2019,2,104.0,103.0
679,CROWN HTS-UTICA,04/13/2019,2,1880.0,455.0
721,EASTN PKWY-MUSM,04/13/2019,2,107.0,88.0
763,FRANKLIN AV,04/13/2019,2,258.0,115.0
805,FULTON ST,04/13/2019,2,2345.0,4964.0
847,GRAND ARMY PLAZ,04/13/2019,2,111.0,47.0
